"Date","AQS_SITE_ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2016","370210034","1","4.7","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/04/2016","370210034","1","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/07/2016","370210034","1","8.8","ug/m3 LC","37","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/13/2016","370210034","1","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/16/2016","370210034","1","7.7","ug/m3 LC","32","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/19/2016","370210034","1","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/22/2016","370210034","1","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/25/2016","370210034","1","16","ug/m3 LC","59","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/28/2016","370210034","1","7.3","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/31/2016","370210034","1","10.2","ug/m3 LC","43","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/03/2016","370210034","1","3.3","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/06/2016","370210034","1","9.1","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/09/2016","370210034","1","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/12/2016","370210034","1","8.3","ug/m3 LC","35","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/15/2016","370210034","1","6","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/18/2016","370210034","1","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/21/2016","370210034","1","18.1","ug/m3 LC","64","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/24/2016","370210034","1","2.1","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/27/2016","370210034","1","6.7","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/01/2016","370210034","1","10.1","ug/m3 LC","42","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/04/2016","370210034","1","3.1","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/07/2016","370210034","1","10.5","ug/m3 LC","44","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/10/2016","370210034","1","11.1","ug/m3 LC","46","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/13/2016","370210034","1","7.2","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/16/2016","370210034","1","7.1","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/19/2016","370210034","1","9.4","ug/m3 LC","39","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/22/2016","370210034","1","7.3","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/25/2016","370210034","1","9.7","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/28/2016","370210034","1","3.9","ug/m3 LC","16","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/31/2016","370210034","1","6.7","ug/m3 LC","28","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/03/2016","370210034","1","3.4","ug/m3 LC","14","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/06/2016","370210034","1","6","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/09/2016","370210034","1","2.9","ug/m3 LC","12","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/12/2016","370210034","1","4.7","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/15/2016","370210034","1","5.1","ug/m3 LC","21","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/18/2016","370210034","1","8.9","ug/m3 LC","37","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/21/2016","370210034","1","9.2","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/24/2016","370210034","1","7.2","ug/m3 LC","30","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/27/2016","370210034","1","16","ug/m3 LC","59","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"04/30/2016","370210034","1","7.8","ug/m3 LC","33","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"05/06/2016","370210034","1","5.2","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"05/09/2016","370210034","1","12.2","ug/m3 LC","51","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"05/12/2016","370210034","1","8.1","ug/m3 LC","34","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"05/15/2016","370210034","1","3.2","ug/m3 LC","13","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"05/18/2016","370210034","1","7.7","ug/m3 LC","32","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"05/21/2016","370210034","1","4.2","ug/m3 LC","18","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"05/24/2016","370210034","1","8.7","ug/m3 LC","36","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"05/27/2016","370210034","1","13.5","ug/m3 LC","54","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"05/30/2016","370210034","1","9.2","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"06/02/2016","370210034","1","9.5","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"06/05/2016","370210034","1","5.3","ug/m3 LC","22","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"06/08/2016","370210034","1","4.5","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"06/11/2016","370210034","1","12.2","ug/m3 LC","51","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"06/14/2016","370210034","1","11.3","ug/m3 LC","47","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"06/17/2016","370210034","1","5.4","ug/m3 LC","23","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"06/20/2016","370210034","1","9.4","ug/m3 LC","39","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"06/23/2016","370210034","1","11.3","ug/m3 LC","47","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"06/26/2016","370210034","1","11.4","ug/m3 LC","48","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"06/29/2016","370210034","1","9","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/01/2016","370210034","2","4.9","ug/m3 LC","20","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/07/2016","370210034","2","9.2","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/13/2016","370210034","2","3.7","ug/m3 LC","15","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/19/2016","370210034","2","5.7","ug/m3 LC","24","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/25/2016","370210034","2","15.8","ug/m3 LC","59","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/31/2016","370210034","2","10.6","ug/m3 LC","44","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/06/2016","370210034","2","9.2","ug/m3 LC","38","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/12/2016","370210034","2","8.3","ug/m3 LC","35","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/18/2016","370210034","2","4.6","ug/m3 LC","19","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/24/2016","370210034","2","2.2","ug/m3 LC","9","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/01/2016","370210034","2","10.3","ug/m3 LC","43","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/07/2016","370210034","2","10.7","ug/m3 LC","45","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/13/2016","370210034","2","7.5","ug/m3 LC","31","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/19/2016","370210034","2","9.9","ug/m3 LC","41","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/25/2016","370210034","2","9.7","ug/m3 LC","40","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/31/2016","370210034","2","6.1","ug/m3 LC","25","1","100.0000","88101","PM2.5 - Local Conditions","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/01/2016","370210034","3","4","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/02/2016","370210034","3","4.1","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/03/2016","370210034","3","3.6","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/04/2016","370210034","3","4","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/05/2016","370210034","3","3.2","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/06/2016","370210034","3","4.7","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/07/2016","370210034","3","7.2","ug/m3 LC","30","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/08/2016","370210034","3","4","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/09/2016","370210034","3","1.2","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/10/2016","370210034","3","1.9","ug/m3 LC","8","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/11/2016","370210034","3","3.7","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/12/2016","370210034","3","6.9","ug/m3 LC","29","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/13/2016","370210034","3","2.7","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/14/2016","370210034","3","8.8","ug/m3 LC","37","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/15/2016","370210034","3","5.9","ug/m3 LC","25","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/16/2016","370210034","3","5.7","ug/m3 LC","24","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/17/2016","370210034","3","3.8","ug/m3 LC","16","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/18/2016","370210034","3","2.9","ug/m3 LC","12","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/19/2016","370210034","3","3.8","ug/m3 LC","16","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/20/2016","370210034","3","7.7","ug/m3 LC","32","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/21/2016","370210034","3","4.2","ug/m3 LC","18","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/22/2016","370210034","3","2.7","ug/m3 LC","11","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/23/2016","370210034","3","5.5","ug/m3 LC","23","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/24/2016","370210034","3","6.5","ug/m3 LC","27","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/25/2016","370210034","3","11.8","ug/m3 LC","49","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/26/2016","370210034","3","9.6","ug/m3 LC","40","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/27/2016","370210034","3","3.7","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/28/2016","370210034","3","4.9","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/29/2016","370210034","3","3.8","ug/m3 LC","16","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/30/2016","370210034","3","6.5","ug/m3 LC","27","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"01/31/2016","370210034","3","9.1","ug/m3 LC","38","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/01/2016","370210034","3","6.3","ug/m3 LC","26","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/02/2016","370210034","3","3","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/03/2016","370210034","3","2.5","ug/m3 LC","10","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/04/2016","370210034","3","3.2","ug/m3 LC","13","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/05/2016","370210034","3","3.7","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/06/2016","370210034","3","6.4","ug/m3 LC","27","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/07/2016","370210034","3","4.8","ug/m3 LC","20","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/08/2016","370210034","3","7","ug/m3 LC","29","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/09/2016","370210034","3","2.9","ug/m3 LC","12","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/10/2016","370210034","3","4.1","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/11/2016","370210034","3","3.5","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/12/2016","370210034","3","5.2","ug/m3 LC","22","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/13/2016","370210034","3","4.2","ug/m3 LC","18","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/14/2016","370210034","3","4.3","ug/m3 LC","18","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/15/2016","370210034","3","3.5","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/16/2016","370210034","3","2.2","ug/m3 LC","9","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/17/2016","370210034","3","3.3","ug/m3 LC","14","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/18/2016","370210034","3","4.5","ug/m3 LC","19","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/19/2016","370210034","3","6.4","ug/m3 LC","27","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/20/2016","370210034","3","17.4","ug/m3 LC","62","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/21/2016","370210034","3","14.8","ug/m3 LC","57","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/22/2016","370210034","3","7.2","ug/m3 LC","30","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/23/2016","370210034","3","1.2","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/24/2016","370210034","3","1.3","ug/m3 LC","5","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/25/2016","370210034","3","2.9","ug/m3 LC","12","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/26/2016","370210034","3","4","ug/m3 LC","17","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/27/2016","370210034","3","5.4","ug/m3 LC","23","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/28/2016","370210034","3","7.3","ug/m3 LC","30","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"02/29/2016","370210034","3","6.3","ug/m3 LC","26","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/01/2016","370210034","3","8.8","ug/m3 LC","37","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/02/2016","370210034","3","2.8","ug/m3 LC","12","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/03/2016","370210034","3","4.4","ug/m3 LC","18","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
"03/04/2016","370210034","3","3.6","ug/m3 LC","15","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","11700","Asheville, NC","37","North Carolina","021","Buncombe","35.6075000008935","-82.583333"
